chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL
0.39518732,0.066404276,2257.9290677849144,2283.9353874890303,4158.110462535511,0.12101606889204546,-291.05338,87.76649,-6.854301,18.548475,7.8867965,-8.603848,-12.947549,-9.421924,-12.687271,-6.1932254,-17.393587,-3.581597,-2.4798248,-2.8148315,-9.434037,-3.069291,-5.8371015,-1.2299924,-9.200993,-3.4349837,FAKE
0.43715382,0.03431997,2947.5745709230664,2410.911600189602,5329.223077947443,0.18110795454545456,-340.77078,43.843563,10.171375,43.272324,15.018295,7.69178,-16.037378,-10.439929,-1.8109275,1.5295335,-7.4647126,-4.3009357,-5.682297,-4.9470496,-7.4105897,-0.9481275,-7.155437,-2.4333787,-1.6199601,3.4493437,FAKE
0.4156837,0.06932941,2069.1700127753766,2143.0653934843526,3462.930575284091,0.12741921164772727,-269.9702,111.9508,12.778092,3.9027038,-8.861963,-16.027666,-0.5721625,0.71649325,-10.304146,-8.683011,-4.264503,3.5869896,-6.6799664,-6.37903,-9.322575,-4.9666677,-10.691718,-4.392723,-6.7795978,0.42445004,FAKE
0.37097648,0.044077292,2153.5891367280037,2387.7638879325264,3867.901611328125,0.10813210227272728,-256.6135,100.50029,12.2908745,9.619434,24.93288,9.220492,-12.191791,-11.705407,-14.0307045,-3.2493598,-5.166762,0.7610311,-6.3315854,-4.445414,-10.838914,1.0946088,-7.5343204,-8.617851,-10.736172,3.0087945,FAKE
0.42079794,0.07774222,2248.424657748088,2231.0477604263583,3882.0939497514205,0.11911843039772728,-194.06607,99.735664,-0.118838236,9.187026,-0.55687773,-4.7361693,-11.993817,-16.899828,-10.393494,2.7612114,-10.994536,0.1055173,-3.6543982,-6.0571003,-12.162846,-5.3386803,-11.409701,-3.8293867,-7.8367724,-2.1839514,FAKE
0.4399349,0.064731576,2291.0526828699312,2346.340789908794,4539.346036044034,0.12472256747159091,-270.02225,96.30844,-1.5553565,10.833649,6.5562315,2.0205688,-14.656078,-18.842073,-17.67443,-5.7105083,-11.69245,-6.242661,-6.7386904,-6.5150423,-11.863585,-0.5700055,-9.76967,-1.8591632,-5.8636136,1.2055789,FAKE
0.34928262,0.091626,2459.6166254143423,2237.031197390404,4458.10713334517,0.14518599076704544,-205.72894,78.95951,-11.622169,12.740616,9.147732,6.0094457,-12.036441,-18.715633,-18.454006,-4.616757,-17.828297,-7.533212,-8.226971,-8.102216,-7.056604,-0.6944148,-13.439401,-3.405529,-3.4143806,-1.035425,FAKE
0.41291523,0.04485007,2796.642189646112,2566.753795488207,5449.613259055398,0.15986772017045456,-287.60834,76.39112,-16.214327,-4.5365334,-9.334942,-3.5112503,-6.998556,-4.9288154,-6.5221467,-1.8737705,-2.8283026,-3.072357,-0.029032262,0.6196066,-6.2293487,-2.9314055,-8.369289,-7.752704,-6.775545,-0.8566553,FAKE
0.47935298,0.051312294,3449.2923590758014,2274.4812116136186,5742.758456143466,0.25538219105113635,-311.5356,40.90776,-14.165219,3.936783,-29.429247,-1.1436487,-8.480513,-9.4859085,-3.4842591,5.3314285,-3.7509382,1.603497,-3.3516877,1.2219946,-3.2890341,-0.6366258,-6.824741,-1.339901,0.4330343,0.5896868,FAKE
0.47686103,0.04445449,2600.274736631619,2483.6359348726837,5163.808926669034,0.1442538174715909,-330.3122,72.05265,-13.260583,21.81173,14.750817,4.54519,-7.980518,-6.2079787,-9.416709,-1.9705415,-8.721052,-6.5205235,-3.256594,-3.2017863,-6.535416,-2.4987268,-8.091691,-0.6779686,-4.2245297,-0.3910781,FAKE
0.5639557,0.027748168,3003.774254614477,2651.2791995043644,5878.319757634943,0.20148259943181818,-368.1795,67.00419,-18.269077,-6.4493194,-9.664768,-3.8333633,-5.1951327,2.1711767,-6.9347425,-4.2270746,-0.7424103,5.021205,-4.336784,1.0415804,-2.6670854,-2.8202627,-5.2547574,1.579542,-2.6741776,0.072461754,FAKE
0.5112617,0.016816137,3124.382788626857,2711.798426246861,6163.634699041193,0.18238414417613635,-406.81073,62.09628,4.1221876,16.43951,-0.18904357,5.6731563,-4.4500675,1.1522365,-5.2619185,3.3093255,-4.0921702,-5.905933,-4.860564,-1.7970684,-6.120747,-1.5570908,-6.6401906,-0.6524369,-1.6775299,0.18043649,FAKE
0.2633318,0.09470245,1970.9703583769422,2279.9442041090483,3789.84375,0.06592906605113637,-264.20486,82.96508,13.761898,43.44086,15.707321,-5.2591705,-15.285648,-8.84002,-18.507502,-3.6571999,-18.478706,-8.694912,-11.494422,-6.516977,-10.840586,-7.064801,-12.3807955,-2.7750812,-8.4506235,-2.591822,FAKE
0.32490873,0.0895926,2070.4532274324492,2110.0145335669968,3534.6263538707385,0.11183860085227272,-209.31685,94.60564,0.49397546,23.27343,11.823625,-2.491432,-16.02546,-17.593277,-14.126212,-2.239398,-14.142059,-0.24178366,-2.6157968,-7.66595,-11.421397,-5.480334,-11.140396,-2.6499348,-10.371182,-1.2937506,FAKE
0.4962646,0.023043912,2853.2958952634076,2620.380470595592,5351.490367542614,0.18198464133522727,-368.17575,76.98076,5.536716,5.511842,-0.67308646,3.607846,-5.578512,-3.3607771,-8.510726,0.36446702,-2.432346,-0.50136274,-5.2126665,-6.812219,-10.135984,-1.0442256,-6.2655034,-2.1898782,-2.3088903,2.974749,FAKE
0.458241,0.07500194,2747.1692653651876,2388.091921298798,5147.414328835227,0.16928932883522727,-309.73816,57.19347,-6.2940135,12.621567,-14.616179,-5.9336987,-14.128995,-2.5449278,-11.8763275,-3.9379647,-6.109658,0.6575155,-6.3477535,-5.464563,-2.5430226,-2.3123782,-7.7568235,-0.55707777,-4.1692066,0.9822947,FAKE
0.31677443,0.08267998,1581.1594858751084,2096.2094436035827,2768.7294699928975,0.06431995738636363,-234.66331,117.8391,9.923013,17.086538,14.557239,-4.0739484,-5.4767222,-6.36635,-16.086397,-6.640472,-11.874701,-6.391763,-9.77898,-14.732465,-11.945902,1.0054392,-11.217355,-4.995159,-7.0362506,-0.6976437,FAKE
0.4673271,0.045403793,3461.6419030676157,2354.1347331923334,5659.072598544034,0.2392245205965909,-258.39304,29.730574,16.676752,44.869698,3.1584456,10.828983,-9.800844,-9.759116,-14.705701,1.3043042,-8.086634,-4.9109387,-7.154581,-3.0301619,-7.578082,2.5362515,-9.604825,-4.258695,1.7599434,0.43361816,FAKE
0.3302531,0.0641576,1656.3916552536123,2158.697178301718,2854.372891512784,0.06995738636363637,-245.13353,115.50508,7.311701,19.163563,26.309387,4.594385,-8.592137,-17.498892,-10.822956,1.7899517,-13.409756,-9.20758,-10.688462,-9.985821,-9.7337675,-3.9337044,-11.58718,-5.551049,-7.2788815,0.919341,FAKE
0.6325312,0.013503478,3816.159035589669,2676.038851188215,6907.753684303977,0.27287153764204547,-390.16818,26.23741,1.2049607,25.754889,-6.3108068,9.004078,-10.773571,-2.5314577,-5.795608,-0.17919244,-3.747361,-2.2367175,-5.250564,4.662829,-0.6348459,4.601866,-4.2276564,-0.38811836,-0.09821625,3.8513288,FAKE
0.42739752,0.061523095,2011.795119387589,2275.115412263234,3877.9341264204545,0.09584738991477272,-242.56561,98.49961,5.3703475,21.820793,16.418232,4.540229,-12.220429,-14.158294,-10.458591,1.1682686,-12.556311,-4.062955,-3.9013712,-9.785071,-13.011914,-6.255562,-11.55923,-2.7935028,-5.998619,-3.5460389,FAKE
0.40438703,0.07499889,2057.5225077852333,2212.314221482547,3523.8597523082385,0.11238236860795454,-232.35321,103.08604,19.746254,13.270486,1.4021465,4.546431,-1.8245838,-9.23574,-15.082694,-4.2441545,-11.378918,-3.9888403,-5.1989865,-6.902968,-12.37652,-4.296312,-12.120685,-5.0640903,-5.5047536,-0.72838366,FAKE
0.3169991,0.07408906,1974.5042666308443,2170.7761804860656,3206.979092684659,0.09800026633522728,-227.10591,101.19741,13.318418,20.631254,13.685719,-8.887702,-13.744638,-15.152237,-8.814694,-0.729938,-15.172878,-2.4422448,-4.914774,-6.5668445,-5.7347507,-1.9670224,-9.844892,-7.3661895,-9.189214,1.6028961,FAKE
0.6047574,0.019100359,3837.6067582710803,2681.6075769733866,6956.692782315341,0.27515758167613635,-398.08292,28.422691,-1.6768287,24.56308,-1.3761102,7.9930177,-7.893961,-5.8021655,-6.790111,1.9443886,-2.559963,1.0675969,-2.6302335,2.0146043,-2.9846382,1.5834161,-3.714256,2.5869129,1.5227025,3.7292297,FAKE
0.32130075,0.10266059,2667.5374479006514,2169.949754408665,4519.770396839489,0.14806019176136365,-223.80785,44.46129,10.649364,54.977127,11.9325905,-0.7218262,-23.086195,-15.717364,-2.6482837,-4.9473968,-17.598764,-6.666445,-5.1085753,-11.024496,-8.436846,-6.75689,-13.324065,-0.5078409,-4.5028577,-3.7881308,FAKE
0.37425068,0.03584036,2035.0099986523915,2383.5549914347907,3807.7065207741475,0.1019287109375,-309.1406,100.58137,3.0817072,16.678698,16.913372,-0.50420475,-12.254666,-9.971685,-7.8389387,4.563425,-1.0414687,0.6264236,-7.9982266,-11.4026575,-7.1348133,-0.6654663,-12.3961115,-8.465982,-3.8982089,4.334547,FAKE
0.30261895,0.07062412,1660.0973359496047,2148.821093810606,2860.4902787642045,0.06153453480113636,-228.53218,111.39079,-3.7535813,18.680586,31.229448,-1.1647584,-15.799358,-13.422464,-10.669972,-0.2253131,-12.2881565,-6.174008,-3.994265,-11.664582,-12.026782,-8.750456,-11.59785,-5.08707,-8.68652,2.4289072,FAKE
0.37005475,0.05677394,2296.6574562608444,2254.3823626785643,3755.5863813920455,0.13217995383522727,-258.3011,80.568184,10.34677,28.69649,32.04131,11.712577,-14.703217,-18.14251,-7.4997725,-0.9604523,-13.023679,-7.0480046,-7.3552265,-3.76978,-11.433353,-1.6912552,-8.098339,-3.9331205,-11.385798,1.3174131,FAKE
0.4107099,0.049964234,2450.6710985035356,2384.0046474656865,4448.808704723011,0.11646617542613637,-237.41357,86.630486,2.8246856,22.515114,21.818224,4.159711,-18.925428,-19.31101,-10.843547,10.853263,-2.9872453,-4.7020946,-2.980864,-4.2809176,-6.250038,-1.1255294,-11.636144,-9.522332,-6.076306,2.0828464,FAKE
0.56195205,0.028561266,3235.793322958985,2704.7886471470083,6245.118297230114,0.2213134765625,-362.27933,62.86404,-0.7963135,11.054631,1.1127108,-4.512314,-10.425057,-4.3879128,-7.581937,0.20508339,-0.041741014,-1.6411369,-3.7808561,-3.7607553,-3.4657457,0.75301224,-4.1057014,0.20054188,-0.8384542,-0.8883703,FAKE
0.39359015,0.051797926,2843.3249621814307,2595.1965651500805,5531.096857244318,0.14405406605113635,-397.7669,67.18693,16.720448,25.88283,3.4490318,-3.640563,-12.163667,-4.274738,-10.118029,-1.1349393,-6.2304716,-7.214009,-5.1491,-3.850055,-9.117374,-7.2221723,-7.7365727,0.75649756,-1.8521264,-0.29074955,FAKE
0.33989587,0.095931605,2301.3435793692265,2218.76017118353,3943.023126775568,0.11835271661931818,-225.70561,71.068375,4.876099,35.307102,16.25927,2.5263174,-8.17985,-14.386051,-11.5914955,-2.2714672,-16.98542,-9.683743,-6.814041,-10.732205,-10.367901,-1.3008975,-10.8121605,-3.181971,-7.7594037,1.9563717,FAKE
0.5459964,0.026592137,3294.9903076316623,2572.991125166023,6217.223011363636,0.22462047230113635,-406.08176,48.638893,-17.701136,16.184076,3.0868254,-0.29053771,-13.218119,-9.157668,-6.0340805,5.025398,-0.104530424,-3.032544,-1.5361377,2.0908449,-0.55588794,0.25667903,-3.1501863,1.2491692,-0.25895956,1.2618365,FAKE
0.3289446,0.10927439,1689.2109731200935,2054.2518164458415,3218.4797807173295,0.06817072088068182,-207.91457,119.80948,-5.7207594,2.3705118,2.862771,5.8242445,-9.556494,-21.557554,-14.059866,1.856556,-14.353474,-0.53704226,-7.5032964,-8.411529,-8.790359,-2.9723818,-8.339094,-1.5190681,-9.913146,-2.3505063,FAKE
0.4098741,0.08381465,2159.8817957575307,2280.4762708853664,3960.1518110795455,0.11613325639204546,-227.16875,104.43936,1.7040123,1.028501,-0.87238616,-1.019941,-14.813825,-20.331524,-11.534502,-0.15851675,-11.240221,0.7423153,-3.277452,-4.7548466,-11.20043,-3.3862817,-7.7337236,-4.213322,-9.110589,-1.3384893,FAKE
0.51502234,0.030739475,2509.0695595959764,2569.846282067257,4999.862948330966,0.12800736860795456,-318.7389,84.07525,7.1267314,29.22218,13.85445,-1.9912612,-16.617537,-7.9942994,-6.561809,-2.3729362,-7.454399,-2.9106185,-3.7748954,-2.3963919,-8.289362,-2.665663,-8.043041,-0.21866351,-4.1460133,-1.7053024,FAKE
0.40454435,0.056813404,2239.7710985794834,2250.8667363080467,3837.8040660511365,0.11553400213068182,-220.78651,91.53349,-1.57901,18.582577,12.821454,-2.8230822,-13.712289,-7.638748,-15.467474,-7.385297,-3.5991623,3.7024305,-8.169535,-7.7510557,-13.066067,0.49857703,-9.91267,-7.985956,-9.361349,-0.14576182,FAKE
0.56316864,0.013809004,2909.031823723708,2601.1948043877846,5821.305708451705,0.19211647727272727,-400.74875,75.08373,-11.516523,8.539437,-3.473011,-1.0844042,-9.494088,-1.6346467,-5.3920913,0.89385456,-1.3826475,1.149236,-3.3421829,0.7076978,-2.551175,0.47474775,-0.328357,5.002608,-0.6564064,-0.28566444,FAKE
0.3623551,0.07222379,1878.9496994617984,2278.0809201488646,3422.0664284446025,0.08739124644886363,-223.33324,117.3521,10.366123,2.2914913,12.2109375,2.3790765,-9.98106,-14.088917,-15.054235,-7.534064,-11.490931,2.2159426,-7.0313687,0.036132835,-8.523706,-2.1652956,-12.088294,-3.0043578,-9.562262,-1.0115451,FAKE
0.4214723,0.048966028,2370.562185946011,2257.225063164758,4112.597101384943,0.12551047585227273,-239.26166,91.656,-2.7297106,10.885987,4.6594768,-2.0762424,-11.940345,-9.652939,-9.5663595,-1.8961295,-6.8198833,1.3752408,-8.814391,-5.6605268,-7.756931,-2.2750013,-8.183599,-4.047488,-6.671587,2.6782596,FAKE
0.6492967,0.0014841687,3166.0821862225475,2815.373149402173,6678.718705610795,0.18909801136363635,-439.7417,67.34242,-16.086195,-3.0840948,-8.812168,6.1373444,-8.737059,-0.08779405,-4.6816106,0.22686802,-3.5049706,0.36103,-3.133718,2.2671318,-3.1001768,3.5240152,-2.2148943,1.2786679,-0.8757042,3.1331253,FAKE
0.370833,0.08988891,2450.435929463191,2317.9421987600294,4499.950062144886,0.13273481889204544,-205.49956,76.80267,-3.2156165,29.59059,10.816443,-8.3886175,-20.083567,-13.81647,-10.928573,0.2981749,-10.753123,-1.5088929,-5.253793,-7.3024077,-6.9931307,-2.5594032,-9.688323,-4.385376,-6.053802,-5.1890025,FAKE
0.33658013,0.113302656,1645.5885147087502,1917.304599569668,2557.06787109375,0.08364035866477272,-190.87665,126.80187,3.019033,-2.08947,-6.9786267,-14.99105,-6.404498,-5.185245,-21.430729,-3.3035803,-9.493447,4.23303,-10.894222,-13.229215,-9.888568,-3.0418062,-12.09376,-7.3520236,-6.954051,0.6201419,FAKE
0.57073987,0.013918257,3050.478137212488,2754.514713978712,6257.108376242898,0.17912153764204544,-365.27332,71.987495,-7.97727,4.8957195,5.4023604,8.012623,-10.811834,-1.2987956,-6.70665,4.2103286,-6.0886226,-3.8546739,-7.5144787,1.305847,-4.596093,0.09653022,-3.3634522,2.7152205,0.7975819,1.8351115,FAKE
0.4969602,0.037607115,3257.3533101177236,2439.211714010704,5615.51680131392,0.21192515980113635,-281.22684,57.677402,-6.834112,9.082169,-2.4900453,6.4040165,-12.312954,-0.7023979,-3.5334206,0.104598306,0.8267328,2.169922,-8.268884,-4.7871275,-4.9407077,-0.21382083,-5.7814007,-4.5302234,-3.133895,2.3878157,FAKE
0.4516564,0.03384978,3192.929912862751,2405.087957483957,5470.16768022017,0.2134121981534091,-332.06775,44.54551,-6.3600736,27.528486,6.4482255,7.5801463,-15.643674,-12.992862,-4.47725,0.18615246,-6.134894,-7.080272,-4.663056,-1.1624599,-5.7022753,0.08116269,-6.708502,0.4918805,-3.7263727,0.7720835,FAKE
0.5586176,0.015359986,2610.5277516615593,2639.75104617567,5303.774746981534,0.1444091796875,-386.2953,91.50223,0.8382481,4.8936625,7.5968165,4.3204827,-3.8596864,-0.15581337,-9.520378,-4.2954903,0.20329954,0.57287157,-7.137476,-2.6462328,-6.8789353,0.24399124,-3.9284592,1.5014405,-1.3435603,4.451356,FAKE
0.43854183,0.049142394,2726.349979746937,2386.31626958127,4727.027476917614,0.15993430397727273,-261.93533,61.24115,0.9184343,32.37153,19.369432,8.596498,-14.656877,-6.508882,-10.001674,-3.4663184,-13.038224,-3.564351,-8.336801,-2.0429087,-12.282336,-1.5914634,-7.4886703,-1.5551002,-8.391811,2.062221,FAKE
0.45729464,0.041104186,2163.009261517964,2307.0870867218396,3873.7743030894885,0.12201482599431818,-270.2427,105.307594,4.9425974,6.6294174,13.038214,5.630926,-10.78793,-4.4452505,-13.284649,-7.9240184,-4.6433926,0.050526217,-10.040516,-2.3673327,-12.282157,-2.9369688,-5.974774,-3.0529642,-7.338626,0.115779564,FAKE
0.3982281,0.03464831,2081.150349308312,2426.3041546107056,4052.6467063210225,0.08027787642045454,-275.31683,93.52042,11.694598,31.611614,25.24317,-0.88314456,-18.369371,-7.0075297,-12.049994,-8.128158,-8.493818,-1.3784714,-7.715343,-0.72295403,-6.361668,-1.081503,-11.165595,-3.3740845,-4.036569,-0.41692793,FAKE
0.50558376,0.009070974,3405.8562949939555,2560.6414607206707,6274.481756036932,0.2313565340909091,-363.81787,47.27634,-10.1568365,17.445393,-11.318161,4.396007,-11.307093,-4.5540323,-8.086638,1.0544577,-2.6560009,-0.40123045,-0.828298,2.754015,-4.3544846,4.986804,-3.0817156,2.0590613,0.0827192,0.83017737,FAKE
0.50056875,0.03495337,2501.0537867850658,2555.3250953260595,5036.322576349432,0.13099254261363635,-311.29773,84.57253,0.837796,14.450793,13.151999,3.7750847,-10.352844,-7.129013,-9.340759,1.8038417,-6.2949986,-1.042756,-5.1853085,-5.3192096,-11.487132,-5.0002275,-8.0730295,-2.8869712,-6.1142626,3.063877,FAKE
